openalex_id,title,publication_year,cited_by_count,in_degree,out_degree,pagerank,authority,hub,citation_rate_by_age,wcc_rank,community_id,is_unicamp,is_top_tier,is_important_institution,is_high_impact_500,is_high_impact_100k
W1903036498,Dynamic matching and scheduling of a class of independent tasks onto heterogeneous computing systems,2003,594,34,0,0.00012460287087684058,4.462431166923692e-07,0.0,25.82608695652174,1,3,False,False,True,True,False
W2163895008,Finite Element Image Warping,2013,28,2,3,6.840643568101499e-06,1.9629171715639794e-07,4.627349503053097e-07,2.1538461538461537,1,1,False,False,False,False,False
W1542723682,A learning system based on genetic adaptive algorithms,1980,541,26,0,2.9857498603820936e-05,1.2205348844866913e-06,0.0,11.76086956521739,1,5,False,False,False,True,False
W3090943961,Fuzz testing based data augmentation to improve robustness of deep neural networks,2020,115,0,9,6.162361851594137e-06,0.0,0.00018111903135492046,19.166666666666668,1,0,False,False,True,False,False
W1498689686,Interval analysis and design of robust pole assignment controllers,2003,15,2,3,8.717534450491629e-06,9.844745014498198e-11,1.754720779296951e-11,0.6521739130434783,1,6,True,False,False,False,False
W1983519058,Extending multi-objective differential evolution for optimization in presence of noise,2015,33,0,8,6.162361851594137e-06,0.0,6.419265545444919e-07,3.0,1,5,False,False,False,False,False
W2792183839,Deep convolutional neural networks for sign language recognition,2018,263,0,2,6.162361851594137e-06,0.0,0.0001078000684762244,32.875,1,0,False,False,False,False,False
W2559553341,Mass detection in digital breast tomosynthesis: Deep convolutional neural network with transfer learning from mammography,2016,288,12,7,1.380594041097311e-05,0.00015709594841492686,0.00017608990103844198,28.8,1,0,False,False,False,False,False
W2985871121,How Significant Are Unusual Protein–Ligand Interactions? Insights from Database Mining,2019,57,2,8,1.201982639055925e-05,1.492656821611236e-08,2.0248558295407435e-08,8.142857142857142,1,7,False,False,False,False,False
W2775776326,AdaComp : Adaptive Residual Gradient Compression for Data-Parallel Distributed Training,2018,134,2,7,6.846573850873184e-06,1.4449216114873623e-05,0.0001942479774952736,16.75,1,0,False,False,False,False,False
W2165951329,The lived body in design,2011,66,3,0,1.1142089793848512e-05,1.0332982199022404e-11,0.0,4.4,1,19,False,False,False,False,False
W3176451698,Learning Cross-Modal Retrieval with Noisy Labels,2021,99,0,17,6.162361851594137e-06,0.0,0.00017056415468766098,19.8,1,0,False,False,False,False,False
W2587543299,Performance evaluation of a lightweight virtualization solution for HPC I/O scenarios,2016,14,1,1,7.053039596836213e-06,6.005739822612564e-10,2.2692482591494886e-10,1.4,1,3,False,False,False,False,False
W1986297427,The 'hedonic' in human-computer interaction,2014,166,1,0,6.307294832076825e-06,8.758275398636726e-10,0.0,13.833333333333334,1,19,False,False,True,False,False
W2107785892,"Drug design for ever, from hype to hope",2012,56,1,16,7.790070422845457e-06,1.6188954070543884e-08,1.7889022943077774e-07,4.0,1,7,False,False,False,False,False
W2891741995,An integrated approach for mapping mineral resources in the Eastern Desert of Egypt,2018,40,7,13,8.216002865914507e-06,1.00742725912294e-07,1.0413174908974981e-07,5.0,1,11,False,False,False,False,False
W2962979064,A parallel MOEA with criterion-based selection applied to the Knapsack Problem,2019,15,1,7,7.3882230755688095e-06,3.7205868761268314e-08,6.600486332602048e-07,2.142857142857143,1,5,False,False,False,False,False
W1998785512,Exemplar-based Visualization of Large Document Corpus (InfoVis2009-1115),2009,78,8,7,9.625652811411031e-06,4.111483123589384e-06,1.7884404255631813e-06,4.588235294117647,1,1,False,False,False,False,False
W2911570017,Proceedings of the 11th International Conference on Compiler Construction,2002,30,2,0,6.746233439548802e-06,4.5989607011869495e-06,0.0,1.25,1,16,False,False,False,False,False
W1998417100,A survey of Pfaffian orientations of graphs,2006,42,1,12,1.1910937968422133e-05,1.4779682918412198e-87,3.5865945213404234e-10,2.1,1,25,False,False,False,False,False
W2112302176,An efficient summarization algorithm based on clustering and bitstream extraction,2009,14,7,1,1.1357422579720141e-05,8.087891237141671e-06,1.994523539240988e-09,0.8235294117647058,1,24,False,False,False,False,False
W2071425459,On the solution of the parity problem by a single hidden layer feedforward neural network,1997,31,0,1,6.162361851594137e-06,0.0,1.0630348385341096e-08,1.0689655172413792,1,5,False,False,True,False,False
W2730003553,Identification of geochemical anomalies via local RX anomaly detector,2017,26,13,44,9.043524895061773e-06,2.8453774393556062e-05,4.455479080497147e-06,2.888888888888889,1,11,False,False,False,False,False
W2919267195,INT-path: Towards Optimal Path Planning for In-band Network-Wide Telemetry,2019,127,9,3,1.1669050005241455e-05,3.182824147646918e-07,1.2633718534715374e-07,18.142857142857142,1,2,False,False,True,False,False
W2154236340,"Mapping the distribution of mine tailings in the Coeur d'Alene River Valley, Idaho, through the use of a constrained energy minimization technique",1997,399,20,1,3.788124877421043e-05,4.716408381203222e-07,8.63396048247234e-11,13.758620689655173,1,11,False,False,False,False,False
W2159940640,Computer Intrusion Detection Using an Iterative Fuzzy Rule Learning Approach,2007,11,1,5,6.957317016447891e-06,3.535821873164798e-08,4.726987481216674e-08,0.5789473684210527,1,5,False,False,False,False,False
W1484854554,"Logic, modeling, and programming",1997,12,0,3,6.162361851594137e-06,0.0,1.2296983195437875e-09,0.41379310344827586,1,20,False,False,False,False,False
W2048887513,Image bilevel thresholding based on stable transition region set,2012,12,1,2,6.501748436501285e-06,2.6934997334226216e-07,1.1192257800763985e-06,0.8571428571428571,1,10,False,False,False,False,False
W1994522389,Shape analysis using fractal dimension: A curvature based approach,2012,12,1,4,6.511603560685538e-06,5.082499592943217e-08,1.5574900839487395e-07,0.8571428571428571,1,1,False,False,True,False,False
W1988774297,Attacking software-defined networks,2013,312,58,2,4.501724530962663e-05,4.104656697240994e-06,3.374208305950479e-08,24.0,1,2,False,False,False,False,False
W2161591461,Predicting parameters in deep learning,2014,516,29,13,2.8379273069441856e-05,0.0004797513273754072,0.00018538531424319737,43.0,1,0,False,False,True,True,False
W1975116927,A general iterative method for an infinite family of nonexpansive mappings,2007,11,0,3,6.162361851594137e-06,0.0,8.263726192358412e-10,0.5789473684210527,1,6,False,False,False,False,False
W1762008180,A New Approximate Maximal Margin Classification Algorithm,2000,229,7,10,2.0899836293780192e-05,1.8192296500308905e-06,8.724976481194506e-06,8.807692307692308,1,4,False,False,False,False,False
W2895420967,MAMbO5: a new ontology approach for modelling and managing intelligent virtual environments based on multi-agent systems,2018,14,0,1,6.162361851594137e-06,0.0,6.743277158280947e-10,1.75,1,3,False,False,False,False,False
W4399300226,Obstacle Avoidance and Path Planning Methods for Autonomous Navigation of Mobile Robot,2024,101,0,6,6.162361851594137e-06,0.0,1.7189744494985845e-07,50.5,1,4,False,False,False,False,False
W2794152071,A Hybrid Software Defined Networking Architecture for Next-Generation IoTs,2018,19,1,12,6.2637416801305975e-06,1.6781559652413847e-07,1.6735385712696083e-07,2.375,1,2,False,False,False,False,False
W2337287714,A Multi-Task Learning Framework for Head Pose Estimation under Target Motion,2015,133,6,9,7.810708726541994e-06,2.3534209294535684e-05,1.4778376489665642e-05,12.090909090909092,1,0,False,False,False,False,False
W2904775818,"Defining IOCG signatures through compositional data analysis: A case study of lithogeochemical zoning from the Olympic Dam deposit, South Australia",2018,31,1,4,6.337666304859668e-06,7.435321027012712e-06,1.783617880721529e-07,3.875,1,11,False,False,False,False,False
W4392172577,Toward generalizable structure‐based deep learning models for protein–ligand interaction prediction: Challenges and strategies,2024,11,0,35,6.162361851594137e-06,0.0,8.536067816431846e-07,5.5,1,7,False,False,False,False,False
W2072710859,A Practical Second-Order Fault Attack against a Real-World Pairing Implementation,2014,27,0,5,6.162361851594137e-06,0.0,1.1969183581837587e-09,2.25,1,14,False,False,False,False,False
W4290996887,A Transfer Learning and Optimized CNN Based Intrusion Detection System for Internet of Vehicles,2022,142,4,5,8.789670130152619e-06,3.4094653833056666e-07,7.510561904234823e-05,35.5,1,0,False,False,False,False,False
W2810721533,Variational quantum algorithms for discovering Hamiltonian spectra,2019,268,1,2,6.817190056140515e-06,1.0698746672288253e-07,2.3261253147615896e-08,38.285714285714285,1,8,False,False,True,False,False
W4241361942,A unified log-based relevance feedback scheme for image retrieval,2006,116,12,14,1.1679636788596247e-05,1.4905591668565576e-05,3.1009236424509182e-06,5.8,1,1,False,False,False,False,False
W2134716712,EigenRank,2008,251,3,7,9.037167462810656e-06,1.720918430561142e-05,8.85837050411781e-07,13.944444444444445,1,1,False,False,False,False,False
W1545838455,Book Review: Lattice theory,1950,320,5,0,1.0815463407191652e-05,5.074200134328072e-08,0.0,4.2105263157894735,1,10,False,False,False,False,False
W4309041542,Collectives and Their Artifact Ecologies,2022,19,0,3,6.162361851594137e-06,0.0,1.083408896940759e-10,4.75,1,24,False,False,True,False,False
W2120648555,Rational Krylov matrices and <i>QR</i> steps on Hermitian diagonal‐plus‐semiseparable matrices,2005,30,4,7,1.6107541722857778e-05,1.2027077134893804e-09,8.96130847672605e-10,1.4285714285714286,1,6,False,False,False,False,False
W2011974155,Efficient compression algorithm for hyperspectral images based on correlation coefficients adaptive 3D zerotree coding,2008,15,0,9,6.162361851594137e-06,0.0,2.9742703450105945e-07,0.8333333333333334,1,9,False,False,False,False,False
W2159642127,Soft error resilient QR factorization for hybrid system with GPGPU,2011,11,0,4,6.162361851594137e-06,0.0,3.11544621104216e-09,0.7333333333333333,1,6,False,False,False,False,False
W3217394615,"Evidential data integration to produce porphyry Cu prospectivity map, using a combination of knowledge and data‐driven methods",2021,23,3,35,6.612142840575488e-06,1.9304263945286328e-07,1.1990280414621294e-06,4.6,1,11,False,False,False,False,False
W2752564268,Multi‐objective Optimization of Benzamide Derivatives as Rho Kinase Inhibitors,2017,11,1,5,7.3882230755688095e-06,8.296608616588056e-09,8.434353179019764e-08,1.2222222222222223,1,7,False,False,False,False,False
W3094203133,A class of skew cyclic codes and application in quantum codes construction,2020,19,0,18,6.162361851594137e-06,0.0,2.9149765003880404e-08,3.1666666666666665,1,8,False,False,False,False,False
W2299255835,A New QoE-Driven Video Cache Management Scheme with Wireless Cloud Computing in Cellular Networks,2016,19,0,2,6.162361851594137e-06,0.0,6.81545097800057e-10,1.9,1,2,False,False,False,False,False
W2613548699,Authentication of Swipe Fingerprint Scanners,2017,14,1,12,7.318290412954918e-06,1.1789411034157074e-05,7.737624588767612e-07,1.5555555555555556,1,21,False,False,False,False,False
W2768473193,WCBA: Weighted classification based on association rules algorithm for breast cancer disease,2017,97,2,5,6.8591083155213554e-06,1.3066426031130618e-07,2.1425860613621765e-07,10.777777777777779,1,4,False,False,True,False,False
W4403512796,Towards Data-Centric Face Anti-spoofing: Improving Cross-Domain Generalization via Physics-Based Data Synthesis,2024,14,0,52,6.162361851594137e-06,0.0,2.6796011937879947e-05,7.0,1,17,False,False,False,False,False
W2981264952,Numerical recipes in Pascal: the art of scientific computing,1990,11914,75,0,0.0006575196971692961,6.8909647699095865e-06,0.0,330.94444444444446,1,1,False,True,False,True,False
W4312433568,Panoptic Neural Fields: A Semantic Object-Aware Neural Scene Representation,2022,200,0,3,6.162361851594137e-06,0.0,0.00012276165644669685,50.0,1,0,False,False,True,False,False
W2480270182,Evaluating and Improving Thread-Level Speculation in Hardware Transactional Memories,2016,15,1,17,6.986782690989013e-06,4.872782753389368e-11,8.646691554622485e-09,1.5,1,16,True,False,False,False,False
W3161486419,"Gold dispersion in tropical weathering profiles at the Belikombone gold anomaly (Bétaré Oya gold district), east Cameroon",2021,13,0,2,6.162361851594137e-06,0.0,1.674527939958278e-09,2.6,1,11,False,False,False,False,False
W2032044999,<i>Turing Memorial Lecture</i> Facing Up to Faults,2000,43,1,0,6.527319901598247e-06,6.615429343965847e-11,0.0,1.6538461538461537,1,12,False,False,False,False,False
W2151132946,BaTex3: Bit Allocation for Progressive Transmission of Textured 3-D Models,2008,28,0,7,6.162361851594137e-06,0.0,2.74329585975805e-07,1.5555555555555556,1,9,False,False,False,False,False
W3108172219,"Radiometric mapping and spectral based classification of rocks using remote sensing data analysis: The Precambrian basement complex, NW Nigeria",2020,16,1,8,6.307879230382221e-06,1.8302459742563856e-08,7.505599568564264e-08,2.6666666666666665,1,11,False,False,False,False,False
W2344636624,Mixed real-time scheduling of multiple DAGs-based applications on heterogeneous multi-core processors,2016,37,3,6,8.653101531580677e-06,3.990519061806928e-08,1.1032073174790124e-07,3.7,1,3,False,False,False,False,False
W2399266824,Low cost multicast network authentication for embedded control systems,2012,21,0,12,6.162361851594137e-06,0.0,4.50226956867311e-08,1.5,1,14,False,False,True,False,False
W2231285477,An Optimistic Obsolescence-Based Approach to Event Synchronization for Massively Multiplayer Online Games,2007,17,1,7,6.910736942504283e-06,1.2252022988199685e-11,6.5174571288745705e-09,0.8947368421052632,1,14,False,False,False,False,False
W2132581831,A survey of active network research,1997,1353,50,2,0.0004850334275520365,1.9821027551776994e-06,2.168630994529813e-08,46.6551724137931,1,2,False,False,True,True,False
W1966662143,Quantum properties and dynamics of<i>X</i>states,2012,47,4,18,7.866034242487196e-06,5.8756074849827285e-09,5.9375927994567144e-09,3.357142857142857,1,8,False,False,False,False,False
W2909383513,Multi-stream Convolutional Neural Networks for Action Recognition in Video Sequences Based on Adaptive Visual Rhythms,2018,21,5,33,7.665177855928817e-06,2.2350121693326268e-05,0.0003298951031854917,2.625,1,0,True,False,False,False,False
W2067205732,Multi-objective genetic fuzzy classifiers for imbalanced and cost-sensitive datasets,2009,98,8,20,8.723362333451609e-06,1.1789019205569193e-06,2.323604612728027e-06,5.764705882352941,1,5,False,False,False,False,False
W1984791219,Deterministic discrete tomography reconstruction by energy minimization method on the triangular grid,2014,21,0,3,6.162361851594137e-06,0.0,4.6739077888918805e-07,1.75,1,9,False,False,False,False,False
W2137326991,A wavelet-based two-stage near-lossless coder,2005,11,0,17,6.162361851594137e-06,0.0,4.877794502064189e-07,0.5238095238095238,1,9,False,False,False,False,False
W2163045070,Statistical Fault Detection with Applications to IMU Disturbances,2006,78,5,4,1.0249458209616098e-05,1.5115327012399536e-07,1.7149315670312075e-07,3.9,1,1,False,False,False,False,False
W2981142240,Joint Ranking SVM and Binary Relevance with robust Low-rank learning for multi-label classification,2019,118,0,10,6.162361851594137e-06,0.0,7.412056986693711e-06,16.857142857142858,1,4,False,False,False,False,False
W2013336356,An incomplete factorization technique for positive definite linear systems,1980,362,19,3,7.508216110949837e-05,3.5671328415039766e-07,1.3163974740376755e-08,7.869565217391305,1,6,False,False,False,False,False
W2107474456,A fuzzy impulse noise detection and reduction method,2006,255,9,6,9.491677099043711e-06,1.6734837780237431e-06,1.6884360900159095e-08,12.75,1,5,False,False,False,False,False
W2974110037,"Transformative effects of IoT, Blockchain and Artificial Intelligence on cloud computing: Evolution, vision, trends and open challenges",2019,484,13,24,1.4577391632001578e-05,6.793603625233305e-06,1.3196435254501858e-06,69.14285714285714,1,3,False,False,False,False,False
W1971211045,Beamspace direction finding based on the conjugate gradient and the auxiliary vector filtering algorithms,2012,19,0,6,6.162361851594137e-06,0.0,1.042976317985598e-07,1.3571428571428572,1,15,False,False,False,False,False
W2004924114,Impact of Hierarchical Memory Systems On Linear Algebra Algorithm Design,1988,123,16,0,0.0002156758059162081,7.423311945546632e-09,0.0,3.236842105263158,1,16,False,False,False,False,False
W2065274398,The number of points on certain algebraic curves over finite fields,1989,40,3,0,2.7719760312134195e-05,6.673515907017482e-15,0.0,1.0810810810810811,1,22,False,False,False,False,False
W2074616737,ONOS,2014,1092,138,9,0.00010338648948038984,1.8199354701095528e-05,7.47744647703922e-08,91.0,1,2,False,False,False,True,False
W2128356031,Geodesic saliency of watershed contours and hierarchical segmentation,1996,502,35,4,3.248367514434302e-05,5.079778184836867e-05,1.5837399837118258e-06,16.733333333333334,1,10,False,False,False,True,False
W1979880298,Structured eIRA codes with low floors,2005,29,2,0,8.356776604309472e-06,1.802699479021998e-08,0.0,1.380952380952381,1,22,False,False,False,False,False
W2593214130,SDNoC: Software defined network on a chip,2017,23,1,2,6.756044234290741e-06,4.6304316345493295e-08,4.1364238722387083e-07,2.5555555555555554,1,2,False,False,False,False,False
W2126663952,An Evaluation Framework and Comparative Analysis of the Widely Used First Programming Languages,2014,51,2,6,1.068969931845002e-05,1.198650929375386e-07,2.1591823915666345e-10,4.25,1,12,False,False,False,False,False
W3013020911,A Content-Based Approach for Detecting Smishing in Mobile Environment,2019,21,5,3,1.0526831199147014e-05,5.983786015292884e-08,1.523608452918366e-07,3.0,1,4,False,False,False,False,False
W1640828351,Synthesis of vibrato singing,2002,12,0,4,6.162361851594137e-06,0.0,2.2759135161906261e-10,0.5,1,15,False,False,True,False,False
W2121834080,Image Analysis Using Hahn Moments,2007,202,2,1,8.51544443970036e-06,6.16390963610839e-08,7.882493764470734e-08,10.631578947368421,1,1,False,False,False,False,False
W1596929908,Deciphering common failures in molecular docking of ligand-protein complexes,2000,240,26,2,9.587675448323018e-05,2.8060814102936785e-07,7.207120293736532e-08,9.23076923076923,1,7,False,False,False,False,False
W3013960769,Balancing computational complexity and generalization ability: A novel design for ELM,2020,14,1,3,7.2100869788683415e-06,6.546638748824337e-07,4.737411320136355e-07,2.3333333333333335,1,4,False,False,False,False,False
W2585627514,SoftNIC: A Software NIC to Augment Hardware,2015,149,13,13,1.3784924102805578e-05,3.959132459513124e-07,2.6637230355866006e-07,13.545454545454545,1,2,False,False,False,False,False
W4306962651,Intent-based networking for the enterprise,2022,13,3,7,7.114904891899262e-06,5.641734881751583e-08,8.896726319713295e-07,3.25,1,2,False,False,False,False,False
W1605761733,Relevance Metric Learning for Person Re-Identification by Exploiting Listwise Similarities,2015,81,4,8,7.932089328493234e-06,3.556397815607849e-05,6.1398300834707665e-06,7.363636363636363,1,0,False,False,False,False,False
W2891582949,Syntax Encoding with Application in Authorship Attribution,2018,46,4,18,8.107729293197378e-06,7.43424060988941e-07,9.785262161942568e-06,5.75,1,4,False,False,False,False,False
W2803750062,Survey on Multi-Access Edge Computing for Internet of Things Realization,2018,766,39,43,2.3908393008479336e-05,5.2070442652986695e-05,2.9255663882328837e-06,95.75,1,3,False,False,False,True,False
W2216125271,Instance-Aware Semantic Segmentation via Multi-task Network Cascades,2016,1274,30,16,3.741360826649449e-05,0.0005326362808358713,0.0003473590630517006,127.4,1,0,False,False,False,True,False
W2145747704,Fuzzy Min-Max Neural Networks-Part 1 : Classification,1992,454,12,5,1.9259543606945956e-05,5.287840766036085e-07,2.1990279652180846e-07,13.352941176470589,1,5,False,False,False,False,False
W2052971870,Schur parameter pencils for the solution of the unitary eigenproblem,1991,81,16,2,4.514178947460139e-05,9.870728179644909e-09,2.0114598728528293e-08,2.3142857142857145,1,6,False,False,False,False,False
W1989070508,"Hyperspectral remote sensing for mineral exploration in Pulang, Yunnan Province, China",2011,167,26,4,1.592745606617536e-05,1.121643891504748e-06,3.36082107081235e-08,11.133333333333333,1,11,False,False,False,False,False
W3006377070,CASIA-SURF: A Large-Scale Multi-Modal Benchmark for Face Anti-Spoofing,2020,204,33,39,1.2684391588189586e-05,0.00015747000060926887,0.0001246503882484826,34.0,1,17,False,False,False,False,False
W1970863292,MBR-PSOLA: Text-To-Speech synthesis based on an MBE re-synthesis of the segments database,1993,125,1,2,7.281086141297984e-06,9.689263489627674e-10,4.1091183986877916e-09,3.787878787878788,1,15,False,False,False,False,False
W3000420823,Development of a Web-Based Laboratory Class to Reduce the Challenges in Teaching Fragment-Based Drug Design,2020,20,0,3,6.162361851594137e-06,0.0,5.035961366356869e-10,3.3333333333333335,1,7,False,False,False,False,False
W2136860008,Direct visual servoing with respect to rigid objects,2007,20,4,4,9.497985855091112e-06,4.977432621157315e-09,2.654827968296534e-09,1.0526315789473684,1,26,False,False,False,False,False
W1837982953,Integration of Cloud computing and Internet of Things: A survey,2015,2345,66,11,5.3823983830115265e-05,1.3555366689580313e-05,7.824663779679775e-07,213.1818181818182,1,3,False,False,False,True,False
W1989312953,Re-visiting the echo state property,2012,473,11,5,1.3644159472712066e-05,2.1778505217065683e-05,3.7038270292739617e-07,33.785714285714285,1,4,False,False,False,False,False
W2132711270,Source Camera Identification Based on Camera Gain Histogram,2007,15,2,5,7.149798893660155e-06,3.217648598456029e-06,4.37530906333795e-06,0.7894736842105263,1,21,False,False,False,False,False
W2910169169,A Survey of Controller Placement Problem in Software-Defined Networking,2019,148,15,17,1.1563611135223452e-05,2.317386541994624e-06,7.420287738011626e-07,21.142857142857142,1,2,False,False,False,False,False
W3118651011,Tensor analysis with n-mode generalized difference subspace,2021,20,0,7,6.162361851594137e-06,0.0,5.886999105392216e-06,4.0,1,0,False,False,False,False,False
W2023283825,Nmap: A Novel Neighborhood Preservation Space-filling Algorithm,2014,48,6,6,9.223491047596275e-06,5.732318569623369e-06,1.3950555289488422e-07,4.0,1,1,False,False,False,False,False
W2140208274,Implementation of evolutionary fuzzy systems,1999,426,34,7,3.1133963553378675e-05,1.6855505295946326e-06,7.370032002025248e-08,15.777777777777779,1,5,False,False,True,False,False
W2025818287,Topographic distance and watershed lines,1994,1410,33,2,4.849886397724235e-05,2.510918501806112e-06,5.325146750437774e-08,44.0625,1,10,False,False,False,True,False
W2100721436,Handwritten Character Recognition by Alternately Trained Relaxation Convolutional Neural Network,2014,121,6,12,9.877954315168895e-06,7.645398398509281e-05,0.0001524449724270202,10.083333333333334,1,0,False,False,False,False,False
W1981401525,Triangular processor array for computing singular values,1986,101,13,0,8.892575407795635e-05,4.499254851518522e-09,0.0,2.525,1,6,False,False,False,False,False
W2141033252,Architecture and evaluation of an unplanned 802.11b mesh network,2005,753,6,6,2.112672286817164e-05,2.318467968623629e-09,5.0180398382808245e-09,35.857142857142854,1,14,False,False,True,True,False
W2800210950,Face Liveness Detection Based on Perceptual Image Quality Assessment Features with Multi-scale Analysis,2018,20,3,23,6.4626749110138025e-06,1.0051831259178542e-05,2.647961929953509e-05,2.5,1,17,False,False,False,False,False
W2953016680,Focal Visual-Text Attention for Memex Question Answering,2019,76,2,16,6.512291301704386e-06,2.188350671584567e-05,1.3798819475314518e-05,10.857142857142858,1,0,False,False,True,False,False
W3030664276,Improved noise covariance estimation in visual servoing using an autocovariance least-squares approach,2020,11,0,3,6.162361851594137e-06,0.0,1.7690445345679402e-07,1.8333333333333333,1,1,False,False,False,False,False
W3176718076,Statistically Evolving Fuzzy Inference System for Non-Gaussian Noises,2021,27,6,16,7.379199181337222e-06,1.1810600115879203e-05,6.240389912207074e-07,5.4,1,5,False,False,False,False,False
W2092420767,Teleporting a quantum state from a subset of the whole Hilbert space,2006,15,2,9,7.736052251938035e-06,5.649209543893e-10,1.891331048855896e-09,0.75,1,8,False,False,False,False,False
W2119470100,sc-PDB: a database for identifying variations and multiplicity of ‘druggable’ binding sites in proteins,2011,106,11,3,1.4099539697210914e-05,1.6457584881207588e-07,7.870817173125652e-09,7.066666666666666,1,7,False,False,False,False,False
W3119712289,Joint Visual and Semantic Optimization for zero-shot learning,2021,37,1,20,7.035466124322641e-06,3.325264208895313e-08,0.00011623136808562858,7.4,1,0,False,False,False,False,False
W3039407171,A surrogate-assisted metaheuristic for bilevel optimization,2020,15,0,2,6.162361851594137e-06,0.0,1.9915948339991902e-08,2.5,1,4,False,False,False,False,False
W2003124459,Some properties of Gamma and Beta matrix functions,1998,160,2,0,1.9085065923437768e-05,2.4003024687324993e-12,0.0,5.714285714285714,1,6,False,False,False,False,False
W4393075199,Mixed-integer optimisation of graph neural networks for computer-aided molecular design,2024,13,0,3,6.162361851594137e-06,0.0,2.1468638915218284e-07,6.5,1,7,False,False,False,False,False
W2101052016,Application of Molecular Modeling to Development of New Factor Xa Inhibitors,2015,45,5,3,1.1461799339862736e-05,3.560863734140304e-08,2.1309790988762622e-08,4.090909090909091,1,7,False,False,False,False,False
W2777670270,Symmetries and synchronization in multilayer random networks,2018,15,6,27,1.68512891052519e-05,2.9071033909099317e-10,1.6715439524360347e-08,1.875,1,27,True,False,False,False,False
W2979439447,SparTen,2019,271,0,9,6.162361851594137e-06,0.0,0.0001330588673863786,38.714285714285715,1,0,False,False,False,False,False
W4394698969,Toward Automated Attack Discovery in SDN Controllers Through Formal Verification,2024,11,0,11,6.162361851594137e-06,0.0,5.158947541430069e-07,5.5,1,2,False,False,False,False,False
W2891316582,Predicting Impending Exposure to Malicious Content from User Behavior,2018,57,1,11,6.890304814407217e-06,4.577515366515791e-09,3.592566360016302e-06,7.125,1,23,False,False,True,False,False
W2015136191,SVM based adaptive learning method for text classification from positive and unlabeled documents,2007,81,2,6,7.3026613938859656e-06,5.290549434403987e-08,5.359051355845242e-07,4.2631578947368425,1,4,False,False,False,False,False
W2128416112,Image transmissions with security enhancement based on region and path diversity in wireless sensor networks,2009,27,1,6,6.77355213421913e-06,2.088097467344553e-08,3.62499892275575e-07,1.588235294117647,1,9,False,False,False,False,False
W2016660452,Component-based visual clustering using the self-organizing map,2006,17,0,12,6.162361851594137e-06,0.0,2.029900526485538e-06,0.85,1,1,False,False,False,False,False
W2315860222,A Binding Mode Hypothesis of Tiagabine Confirms Liothyronine Effect on γ-Aminobutyric Acid Transporter 1 (GAT1),2015,33,0,9,6.162361851594137e-06,0.0,2.7686786674894405e-07,3.0,1,7,False,False,False,False,False
W1982304603,Unsupervised learning techniques for an intrusion detection system,2004,282,11,2,1.3472962961274255e-05,1.564074421677975e-05,4.0545825766126783e-07,12.818181818181818,1,4,False,False,False,False,False
W1871988015,Probabilistic anomaly detection in natural gas time series data,2015,92,2,2,7.353821142112106e-06,8.839001994680349e-08,4.92134649449037e-07,8.363636363636363,1,4,False,False,False,False,False
W2052361334,Lossy-to-lossless image compression based on multiplier-less reversible integer time domain lapped transform,2010,13,0,10,6.162361851594137e-06,0.0,1.9903910457896964e-07,0.8125,1,9,False,False,False,False,False
W2153835484,On zerotree quantization for embedded wavelet packet image coding,1999,14,4,3,8.717194829735586e-06,1.0558676424145865e-07,2.721802319576407e-07,0.5185185185185185,1,9,False,False,True,False,False
W2095379941,Fast multilevel thresholding for image segmentation through a multiphase level set method,2012,107,3,10,8.22327357991557e-06,6.387557612450578e-07,1.8886141021059777e-06,7.642857142857143,1,10,False,False,False,False,False
W2890176466,Balanced connected task allocations for multi-robot systems: An exact flow-based integer program and an approximate tree-based genetic algorithm,2018,61,1,6,6.601498724836894e-06,4.0566210902854116e-10,1.293187534585719e-06,7.625,1,25,False,False,False,False,False
W2002613568,Spatio-Temporal Dynamics in Collective Frog Choruses Examined by Mathematical Modeling and Field Observations,2014,91,9,0,1.8789334382991767e-05,9.206332649220125e-10,0.0,7.583333333333333,1,27,False,False,True,False,False
W1650672789,On the Design of a Failure Detection Service for Large-Scale Distributed Systems,2003,22,0,4,6.162361851594137e-06,0.0,5.316669208498063e-10,0.9565217391304348,1,14,False,False,False,False,False
W2107611658,Compiler optimization and ordering effects on VLIW code compression,2003,16,1,9,6.817190056140515e-06,4.241072382464851e-11,7.18421473297088e-10,0.6956521739130435,1,16,False,False,False,False,False
W2134923139,How hard is 3-view triangulation really?,2005,129,1,1,8.403392887885778e-06,2.7756554467257257e-08,3.294566858185962e-09,6.142857142857143,1,1,False,False,True,False,False
W2168125451,"A survey on the use of pattern recognition methods for abstraction, indexing and retrieval of images and video",2002,319,11,23,2.1657058084863494e-05,1.2547495100597437e-05,1.4985551231085925e-06,13.291666666666666,1,1,False,False,False,False,False
W2917641056,Biometric Presentation Attack Detection: Beyond the Visible Spectrum,2019,82,10,26,8.564808318650822e-06,6.927255368886191e-05,0.0001605649055765538,11.714285714285714,1,17,False,False,False,False,False
W4322620096,Modified Firefly Optimization Algorithm-Based IDS for Nature-Inspired Cybersecurity,2023,12,0,3,6.162361851594137e-06,0.0,8.59890754374368e-09,4.0,1,4,False,False,True,False,False
W2113960414,Offline handwritten Devanagari word recognition: A segmentation based approach,2008,43,0,4,6.162361851594137e-06,0.0,1.5023538551542437e-06,2.388888888888889,1,13,False,False,False,False,False
